Manufacturer,Model Name,Category,Screen Size,Screen,CPU,RAM,Storage,GPU,Operating System,Operating System Version,Weight,Price
Samsung,Samsung_787,Business,"13.2""",IPS,Intel i9,32GB,256GB SSD,NVIDIA RTX 4060,Linux,Linux 3,2.02,1019.05
HP,HP_848,Student,"13.1""",OLED,Intel i7,4GB,128GB SSD,NVIDIA GTX 1650,Linux,Linux 4,3.2,809.79
HP,HP_312,Workstation,"15.5""",OLED,Intel i3,16GB,128GB SSD,NVIDIA RTX 3050,macOS,macOS 1,1.32,1708.36
MSI,MSI_275,Ultrabook,"16.0""",OLED,Intel i7,32GB,128GB SSD,NVIDIA GTX 1650,Windows,Windows 6,1.24,1047.58
MSI,MSI_329,Student,"13.7""",IPS,Intel i9,4GB,128GB SSD,NVIDIA GTX 1650,Linux,Linux 3,2.93,676.14
Acer,Acer_457,Workstation,"13.0""",Retina,Intel i5,16GB,128GB SSD,AMD Radeon,macOS,macOS 9,2.94,1655.25
HP,HP_375,Business,"14.2""",Retina,Intel i7,4GB,128GB SSD,NVIDIA RTX 3050,macOS,macOS 1,1.66,803.21
Acer,Acer_904,Student,"14.0""",LED,AMD Ryzen 7,32GB,256GB SSD,NVIDIA RTX 4060,Windows,Windows 12,3.43,506.62
Apple,Apple_476,Student,"16.8""",LED,AMD Ryzen 7,32GB,512GB SSD,NVIDIA RTX 4060,Windows,Windows 12,2.68,936.31
MSI,MSI_120,Ultrabook,"15.9""",OLED,Intel i5,8GB,256GB SSD,AMD Radeon,Windows,Windows 4,2.22,650.88
Acer,Acer_683,Gaming,"13.9""",LED,Intel i7,32GB,1TB HDD,NVIDIA RTX 3050,Windows,Windows 9,1.93,1239.08
HP,HP_274,Ultrabook,"14.3""",LED,Intel i3,4GB,512GB SSD,Integrated,macOS,macOS 7,2.08,1554.1
Apple,Apple_338,Workstation,"13.7""",Retina,Intel i7,8GB,1TB HDD,Integrated,Linux,Linux 6,2.07,1510.77
MSI,MSI_217,Workstation,"15.6""",OLED,Intel i5,8GB,1TB SSD,Integrated,Windows,Windows 6,1.45,1368.71
Lenovo,Lenovo_176,Business,"16.0""",IPS,AMD Ryzen 5,16GB,1TB SSD,NVIDIA GTX 1650,Windows,Windows 2,2.32,926.21
Acer,Acer_727,Business,"15.1""",OLED,Intel i7,8GB,1TB HDD,NVIDIA GTX 1650,Windows,Windows 12,3.45,807.49
HP,HP_157,Student,"14.6""",OLED,Intel i7,32GB,128GB SSD,NVIDIA RTX 3050,Linux,Linux 9,2.68,487.34
Dell,Dell_403,Ultrabook,"13.3""",Retina,Intel i9,32GB,256GB SSD,NVIDIA RTX 4060,Linux,Linux 5,1.36,1093.4
Samsung,Samsung_630,Gaming,"17.1""",LED,Intel i5,8GB,256GB SSD,AMD Radeon,Windows,Windows 1,1.27,1096.53
Acer,Acer_717,Workstation,"16.4""",LED,Intel i9,32GB,128GB SSD,NVIDIA RTX 4060,Windows,Windows 11,1.85,1671.04
Samsung,Samsung_292,Ultrabook,"14.3""",IPS,Intel i7,16GB,256GB SSD,Integrated,Linux,Linux 12,1.95,1152.86
Acer,Acer_461,Business,"13.7""",LED,Intel i5,16GB,256GB SSD,AMD Radeon,macOS,macOS 3,1.36,797.41
Acer,Acer_167,Workstation,"15.2""",Retina,AMD Ryzen 7,32GB,256GB SSD,Integrated,macOS,macOS 7,1.94,1597.72
HP,HP_760,Business,"14.0""",IPS,Intel i9,4GB,1TB SSD,AMD Radeon,macOS,macOS 2,2.23,1112.98
Apple,Apple_662,Student,"13.9""",LED,Intel i3,4GB,1TB HDD,NVIDIA RTX 4060,Linux,Linux 11,3.43,607.94
HP,HP_948,Workstation,"16.0""",LED,Intel i5,4GB,1TB SSD,AMD Radeon,macOS,macOS 3,1.97,1365.22
Lenovo,Lenovo_886,Gaming,"13.2""",IPS,Intel i7,32GB,1TB HDD,NVIDIA GTX 1650,Linux,Linux 2,2.66,1486.77
MSI,MSI_557,Ultrabook,"16.4""",LED,AMD Ryzen 5,8GB,512GB SSD,NVIDIA GTX 1650,Linux,Linux 8,1.48,967.64
MSI,MSI_873,Business,"15.9""",Retina,Intel i7,4GB,1TB HDD,AMD Radeon,Windows,Windows 5,1.72,954.67
Samsung,Samsung_175,Business,"16.0""",Retina,Intel i5,16GB,256GB SSD,AMD Radeon,Linux,Linux 10,3.33,767.49
Apple,Apple_606,Ultrabook,"13.2""",LED,Intel i3,8GB,256GB SSD,AMD Radeon,Linux,Linux 1,2.77,794.74
Asus,Asus_566,Ultrabook,"15.2""",OLED,AMD Ryzen 5,16GB,256GB SSD,AMD Radeon,macOS,macOS 12,1.17,686.32
MSI,MSI_496,Gaming,"13.3""",LED,Intel i9,32GB,1TB HDD,NVIDIA RTX 3050,macOS,macOS 10,1.71,1217.88
Acer,Acer_274,Ultrabook,"13.0""",Retina,Intel i3,16GB,512GB SSD,AMD Radeon,Linux,Linux 2,2.92,1128.67
Apple,Apple_775,Ultrabook,"15.3""",Retina,Intel i3,16GB,1TB HDD,NVIDIA RTX 4060,Linux,Linux 11,1.87,1079.01
Acer,Acer_563,Student,"14.9""",LED,AMD Ryzen 5,8GB,256GB SSD,Integrated,Windows,Windows 6,2.05,686.04
Acer,Acer_952,Ultrabook,"14.2""",Retina,Intel i3,16GB,1TB SSD,AMD Radeon,Windows,Windows 10,2.79,865.19
Asus,Asus_721,Workstation,"17.2""",Retina,Intel i3,8GB,1TB SSD,NVIDIA RTX 4060,Linux,Linux 3,3.11,1677.71
Lenovo,Lenovo_629,Ultrabook,"13.1""",OLED,Intel i7,8GB,1TB SSD,NVIDIA RTX 4060,Linux,Linux 9,3.08,1002.19
MSI,MSI_397,Workstation,"17.0""",Retina,AMD Ryzen 5,8GB,1TB SSD,NVIDIA GTX 1650,Linux,Linux 10,2.92,1354.65
HP,HP_929,Gaming,"13.3""",IPS,Intel i3,4GB,128GB SSD,NVIDIA RTX 3050,Linux,Linux 9,3.43,1024.48
Dell,Dell_498,Business,"14.5""",Retina,AMD Ryzen 7,4GB,1TB SSD,NVIDIA RTX 3050,macOS,macOS 1,1.85,840.1
Lenovo,Lenovo_426,Business,"15.3""",OLED,Intel i9,4GB,1TB SSD,NVIDIA RTX 3050,Windows,Windows 5,1.98,652.86
